year,sex,country,state,time,activity,type,deadly_attack
1991,Female,HONG KONG,Port Shelter,Morning,Swimming,Unprovoked,Y
1991,Male,USA,Hawaii,Evening,Surf,Unprovoked,N
1991,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Diving,Unprovoked,N
1991,Unknown,BRAZIL,Pernambuco,Afternoon,Fishing,Provoked,N
1991,Unknown,USA,Maryland,Morning,Diving,Provoked,N
1991,Male,USA,Florida,Morning,Surf,Unprovoked,N
1991,Male,USA,Hawaii,Evening,Surf,Unprovoked,N
1991,Male,AUSTRALIA,New South Wales,Night,Diving,Unprovoked,N
1991,Male,USA,Oregon,Morning,Surf,Unprovoked,N
1991,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,N
1991,Male,AUSTRALIA,Queensland,Morning,Swimming,Unprovoked,N
1991,Male,AUSTRALIA,Western Australia,Night,Surf,Unprovoked,N
1991,Male,AUSTRALIA,Queensland,Night,Surf,Unprovoked,N
1990,Male,SOUTH AFRICA,Eastern Cape Province,Night,Unknown,Unknown,U
1990,Male,AUSTRALIA,Queensland,Night,Swimming,Unprovoked,N
1990,Female,USA,California,Afternoon,Surf,Unprovoked,N
1990,Male,USA,Florida,Morning,Surf,Unprovoked,N
1990,Male,USA,Florida,Evening,Surf,Unprovoked,N
1990,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1990,Male,AUSTRALIA,Queensland,Night,Swimming,Unprovoked,N
1990,Male,AUSTRALIA,South Australia,Morning,Surf,Unprovoked,N
1990,Male,USA,Florida,Evening,Surf,Unprovoked,N
1990,Male,USA,Hawaii,Afternoon,Surf,Unprovoked,N
1990,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1990,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,N
1990,Male,USA,California,Afternoon,Surf,Unprovoked,N
1990,Male,USA,California,Evening,Kayaking,Sea Disaster,N
1990,Male,USA,Florida,Night,Diving,Unknown,U
1990,Male,USA,California,Evening,Surf,Unprovoked,N
1990,Male,USA,Texas,Night,Surf,Unprovoked,N
1990,Male,USA,Texas,Afternoon,Fishing,Unprovoked,N
1990,Male,BAHAMAS,Unknown,Night,Fishing,Provoked,N
1990,Female,USA,Texas,Evening,Wading,Unprovoked,N
1990,Male,USA,Florida,Night,Surf,Unprovoked,N
1990,Female,SOUTH AFRICA,Western Cape Province,Afternoon,Surf,Unprovoked,Y
1990,Male,BAHAMAS,Unknown,Afternoon,Fishing,Unprovoked,N
1990,Unknown,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Provoked,N
1990,Female,AUSTRALIA,Queensland,Night,Snorkeling,Unprovoked,N
1990,Male,AUSTRALIA,Queensland,Night,Fishing,Unprovoked,N
1990,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
1990,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
1990,Male,AUSTRALIA,Queensland,Morning,Surf,Unprovoked,N
1990,Male,AUSTRALIA,Queensland,Night,Diving,Unprovoked,Y
1990,Male,AUSTRALIA,Queensland,Night,Surf,Unprovoked,N
1990,Male,AUSTRALIA,Queensland,Night,Surf,Unprovoked,N
1990,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
1990,Male,FIJI,Laucala Island,Night,Swimming,Unprovoked,N
1990,Male,REUNION ISLAND,Sainte-Marie,Evening,Surf,Unprovoked,N
1990,Male,USA,Hawaii,Night,Fishing,Unprovoked,Y
1990,Male,USA,Florida,Night,Board sailing,Unprovoked,N
1990,Male,USA,California,Night,Surf,Unprovoked,N
1990,Male,USA,Florida,Night,Surf,Unprovoked,U
1989,Male,USA,Hawaii,Night,Fishing,Provoked,N
1989,Male,AUSTRALIA,Northern Territory,Night,Unknown,Unprovoked,U
1989,Male,AUSTRALIA,Queensland,Night,Swimming,Unknown,U
1989,Male,AUSTRALIA,Victoria,Night,Surf,Unprovoked,N
1989,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,Y
1989,Male,USA,Hawaii,Evening,"Wading, knocked down & swept away by large waves",Unknown,U
1989,Male,AUSTRALIA,Queensland,Night,Swimming,Unprovoked,N
1989,Female,AUSTRALIA,Northern Territory,Night,Swimming,Unprovoked,N
1989,Male,AUSTRALIA,Tasmania,Afternoon,Surf,Unprovoked,N
1989,Male,USA,Hawaii,Evening,Diving,Unknown,U
1989,Male,USA,Texas,Evening,Surf,Unprovoked,N
1989,Male,USA,North Carolina,Afternoon,Diving,Unknown,U
1989,Male,AUSTRALIA,Victoria,Night,Surf,Unprovoked,U
1989,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Diving,Unprovoked,N
1989,Male,USA,Florida,Afternoon,Fishing,Provoked,N
1989,Unknown,USA,California,Night,Feeding a shark,Sea Disaster,N
1989,Male,USA,California,Afternoon,Diving,Unprovoked,N
1989,Male,USA,North Carolina,Night,Surf,Unprovoked,N
1989,Male,USA,California,Night,Filming 5' blue shark,Provoked,N
1989,Male,AUSTRALIA,Queensland,Afternoon,Fishing,Provoked,N
1989,Male,USA,Florida,Night,Swimming,Unprovoked,N
1989,Male,SOUTH AFRICA,Western Cape Province,Morning,Surf,Unprovoked,N
1989,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
1989,Female,BAHAMAS,Great Exuma Island,Night,Fishing,Unprovoked,N
1989,Male,AUSTRALIA,Queensland,Night,Fishing,Provoked,N
1969,Male,BERMUDA,Unknown,Night,Diving,Unknown,U
1989,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Surf,Unprovoked,N
1989,Male,REUNION ISLAND,Sainte-Suzanne,Evening,Surf,Unprovoked,Y
1989,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1989,Female,USA,Texas,Night,Playing ,Unprovoked,N
1989,Male,USA,Hawaii,Night,Surf,Unprovoked,N
1989,Male,USA,Louisiana,Night,Fishing,Unprovoked,N
1989,Male,ITALY,Tuscany,Afternoon,Surf,Unprovoked,N
1989,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Surf,Unprovoked,N
1989,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Diving,Unprovoked,N
1989,Male,JAPAN,Sea of Japan,Night,Unknown,Unknown,U
1989,Male,USA,Florida,Night,Swimming,Unprovoked,N
1989,Male,USA,Washington,Morning,Surf,Unprovoked,N
1989,Unknown,USA,California,Morning,Unknown,Sea Disaster,N
1989,Male,USA,Hawaii,Night,Surf,Unprovoked,N
1989,Male,USA,Hawaii,Night,Surf,Unprovoked,N
1989,Male,AUSTRALIA,South Australia,Night,Surf,Unprovoked,Y
1989,Male,AUSTRALIA,Western Australia,Night,Kayaking,Sea Disaster,N
1989,Male,SOUTH AFRICA,Western Cape Province,Night,Fishing,Provoked,N
1989,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Surf,Unprovoked,N
1989,Male,ITALY,Tyrrhenian Sea,Morning,Swimming,Unprovoked,Y
1989,Male,USA,California,Morning,Kayaking,Unknown,U
1989,Female,USA,California,Morning,Kayaking,Unprovoked,Y
1989,Male,USA,Hawaii,Night,Body boarding,Unprovoked,N
1989,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Lifesaving drill,Unprovoked,N
1989,Male,USA,Hawaii,Night,Swimming,Unprovoked,Y
1989,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
1989,Female,PAPUA NEW GUINEA,New Ireland,Night,Diving,Unprovoked,N
1989,Male,USA,Virginia,Night,Fishing,Unprovoked,N
1988,Male,CHILE,Valpariso Province,Night,Diving,Unprovoked,Y
1988,Male,AUSTRALIA,Queensland,Morning,Surf,Sea Disaster,Y
1988,Male,AUSTRALIA,Queensland,Night,Surf,Sea Disaster,Y
1988,Unknown,PHILIPPINES,Viscayan Sea,Night,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives,Sea Disaster,Y
1988,Male,USA,Oregon,Evening,Surf,Unprovoked,N
1988,Male,AUSTRALIA,Victoria,Night,Surf,Unprovoked,N
1988,Male,USA,Florida,Night,Surf,Unprovoked,N
1988,Male,USA,Florida,Night,Surf,Unprovoked,N
1988,Male,USA,Florida,Evening,Surf,Unprovoked,N
1988,Male,AUSTRALIA,South Australia,Afternoon,Surf,Unprovoked,N
1988,Female,USA,Florida,Night,Wading,Unprovoked,N
1988,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1988,Male,PAPUA NEW GUINEA,New Ireland,Morning,Diving,Unprovoked,Y
1988,Female,USA,Florida,Afternoon,Walking,Unprovoked,N
1988,Male,USA,Florida,Afternoon,Snorkeling,Unprovoked,Y
1988,Male,USA,Louisiana,Night,Diving,Provoked,N
1988,Male,ITALY,Manfredonia ,Night,Unknown,Unprovoked,N
1988,Male,JAPAN,Tokyo Prefecture,Night,Unknown,Unprovoked,N
1988,Male,USA,California,Morning,Surf,Unprovoked,N
1988,Male,BAHAMAS,Unknown,Night,Fishing,Unprovoked,N
1988,Male,BAHAMAS,Unknown,Night,Fishing,Unprovoked,N
1988,Male,BAHAMAS,Unknown,Night,Diving,Unprovoked,N
1988,Female,USA,Florida,Morning,Swimming,Unprovoked,N
1988,Male,USA,Florida,Afternoon,Boogie boarding,Unprovoked,N
1988,Male,BAHAMAS,Unknown,Night,Snorkeling,Unprovoked,N
1988,Male,BAHAMAS,Unknown,Night,Fishing,Unprovoked,N
1988,Male,SOUTH AFRICA,Western Cape Province,Morning,Fishing,Unprovoked,N
1988,Male,USA,North Carolina,Night,Diving,Unprovoked,N
1988,Male,USA,South Carolina,Evening,Sittting in water with his child,Unprovoked,N
1988,Male,USA,Florida,Afternoon,Swimming,Unprovoked,N
1988,Male,USA,Florida,Morning,Surf,Unprovoked,N
1988,Female,SOUTH KOREA,Unknown,Night,Diving,Unprovoked,Y
1988,Male,USA,Florida,Evening,Surf,Unprovoked,N
1988,Male,USA,Florida,Morning,Surf,Unprovoked,N
1988,Male,REUNION ISLAND,Saint-Louis,Evening,pêcheur de bichiques,Unprovoked,Y
1988,Male,USA,California,Night,Surf,Unprovoked,N
1988,Male,USA,Florida,Evening,Swimming,Unprovoked,N
1988,Male,USA,Hawaii,Night,Onboard 21' powerboat that capsized in rough seas,Unknown,U
1988,Male,USA,Florida,Night,Surf,Unprovoked,N
1988,Male,USA,Florida,Night,Surf,Unprovoked,N
1988,Female,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Unknown,U
1988,Female,USA,Florida,Night,Standing ,Unprovoked,N
1988,Male,USA,Hawaii,Night,Surf,Unprovoked,N
1988,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Surf,Unprovoked,N
1988,Male,REUNION ISLAND,Saint-Pierre,Evening,Surf,Unprovoked,N
1988,Unknown,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Sea Disaster,N
1988,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Surf,Unprovoked,N
1988,Female,SOUTH AFRICA,KwaZulu-Natal,Morning,Surf,Unprovoked,N
1988,Unknown,AUSTRALIA,Western Australia,Night,Fishing,Sea Disaster,N
1988,Male,FIJI,Vanua Levu,Night,Diving,Unprovoked,N
1988,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Surf,Unknown,U
1988,Male,AUSTRALIA,Torres Strait,Night,Fishing,Unknown,U
1988,Male,USA,Louisiana,Night,Fishing,Provoked,N
1988,Male,SOUTH AFRICA,Western Cape Province,Morning,Attempting to lasso shark's tail,Provoked,N
1988,Unknown,SOUTH AFRICA,Western Cape Province,Night,"Returning to shore, collided with shark",Provoked,N
1988,Male,AUSTRALIA,New South Wales,Night,Surf,Unprovoked,N
1987,Unknown,PHILIPPINES,Mindoro,Night,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ,Sea Disaster,Y
1987,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1987,Female,AUSTRALIA,New South Wales,Night,Unknown,Unknown,U
1987,Male,USA,Florida,Night,Surf,Unprovoked,N
1987,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Unknown,U
1987,Male,USA,California,Evening,Surf,Unprovoked,N
1987,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Boogie boarding,Unknown,U
1987,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,N
1987,Unknown,DOMINICAN REPUBLIC,Between DR and Puerto Rico,Night,Surf,Sea Disaster,Y
1987,Male,AUSTRALIA,South Australia,Night,Diving,Unprovoked,Y
1987,Male,SOUTH AFRICA,Western Cape Province,Morning,Surf,Unprovoked,N
1987,Male,USA,Florida,Morning,Wading,Unprovoked,N
1987,Male,USA,California,Morning,Surf,Unprovoked,N
1987,Male,USA,Florida,Morning,Surf,Unprovoked,N
1987,Female,USA,Texas,Evening,Surf,Unprovoked,N
1987,Female,USA,Texas,Afternoon,Wading,Unprovoked,N
1987,Unknown,USA,South Carolina,Night,Dropping anchor,Sea Disaster,N
1987,Male,BAHAMAS,Exuma Islands,Afternoon,Snorkeling,Unprovoked,N
1987,Male,BAHAMAS,Unknown,Night,Fishing,Unprovoked,N
1987,Male,USA,Florida,Afternoon,Fishing,Provoked,N
1987,Male,USA,South Carolina,Night,Unknown,Unprovoked,N
1987,Male,USA,Florida,Night,Surf,Unprovoked,N
1987,Male,AUSTRALIA,New South Wales,Night,Fishing,Provoked,N
1987,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Unknown,U
1987,Female,USA,Texas,Evening,Swimming,Unprovoked,N
1987,Male,USA,Hawaii,Night,Swimming,Unprovoked,Y
1987,Male,VANUATU,Malampa Province,Afternoon,Swimming,Unprovoked,Y
1987,Male,AUSTRALIA,Western Australia,Night,Surf,Unprovoked,N
1987,Unknown,SOUTH AFRICA,Western Cape Province,Night,Unknown,Provoked,N
1987,Male,USA,Florida,Night,Surf,Unprovoked,N
1987,Unknown,SOLOMON ISLANDS,Between Honiara & Isabel Island,Night,The inter-island ferry Vula sank in heavy weather,Sea Disaster,Y
1987,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Fishing,Unprovoked,N
1987,Male,AUSTRALIA,Queensland,Morning,Swimming,Unprovoked,N
1987,Male,MONTENEGRO,Adriatic Sea,Night,Jumping,Unknown,U
1987,Male,ITALY,Tyrrhenian Sea,Night,Boat,Sea Disaster,N
1986,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,N
1986,Male,SOUTH AFRICA,Western Cape Province,Evening,Body boarding,Unprovoked,Y
1986,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1986,Male,BAHAMAS,Florida Straits,Night,Adrift after ditching plane in the sea,Unprovoked,N
1986,Male,USA,California,Morning,Fishing,Unprovoked,N
1986,Male,SOUTH AFRICA,Western Cape Province,Night,Fishing,Unknown,U
1986,Unknown,NEW CALEDONIA,Unknown,Night,Fishing,Unprovoked,N
1986,Male,USA,Florida,Morning,Surf,Unprovoked,N
1986,Male,USA,Florida,Morning,Surf,Unprovoked,N
1986,Male,USA,Florida,Night,Surf,Unprovoked,N
1986,Male,SOUTH AFRICA,KwaZulu-Natal,Night,NSB Meshing,Provoked,N
1986,Female,USA,Florida,Evening,Swimming,Unprovoked,N
1986,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Racing ski,Unprovoked,N
1986,Unknown,AUSTRALIA,Western Australia,Night,Unknown,Unprovoked,U
1986,Male,USA,Florida,Night,Surf,Unprovoked,N
1986,Unknown,USA,Florida,Night,Unknown,Unknown,U
1986,Unknown,USA,Florida,Night,Surf,Unprovoked,N
1986,Unknown,USA,Florida,Night,Surf,Unprovoked,N
1986,Unknown,USA,North Carolina,Night,Surf,Unprovoked,N
1986,Male,SOUTH AFRICA,Western Cape Province,Morning,Fishing,Unknown,U
1986,Female,AUSTRALIA,New South Wales,Night,Diving,Unprovoked,N
1986,Unknown,FRANCE,Gulf of Lyons,Night,Unknown,Unprovoked,N
1986,Unknown,AUSTRALIA,Western Australia,Night,Fishing,Sea Disaster,N
1986,Male,USA,South Carolina,Night,Unknown,Unprovoked,N
1986,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Fishing,Unprovoked,N
1986,Male,AUSTRALIA,New South Wales,Night,Diving,Unprovoked,N
1986,Male,SOUTH KOREA,Unknown,Night,Diving,Unprovoked,Y
1986,Male,USA,Hawaii,Night,Fishing,Unprovoked,Y
1986,Male,SPAIN,Catalonia,Night,Diving,Unprovoked,N
1986,Male,SPAIN,Cádiz,Morning,Surf,Unprovoked,N
1986,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Treading water,Unprovoked,N
1986,Male,SOUTH AFRICA,Eastern Cape Province,Night,Surf,Unprovoked,N
1986,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
1986,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Surf,Unprovoked,N
1986,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Swimming,Unprovoked,N
1986,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,N
1986,Male,AUSTRALIA,Victoria,Morning,Surf,Unprovoked,N
1986,Male,USA,Florida,Morning,Surf,Unprovoked,N
1986,Male,USA,California,Afternoon,Surf,Unprovoked,N
1985,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Surf,Unprovoked,N
1985,Male,USA,North Carolina,Night,Unknown,Unprovoked,N
1985,Male,AUSTRALIA,Queensland,Afternoon,Fishing,Provoked,N
1985,Unknown,USA,California,Night,Boat,Sea Disaster,N
1985,Male,USA,California,Night,Fishing,Provoked,N
1985,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Body boarding,Unprovoked,N
1985,Male,USA,California,Evening,Diving,Unprovoked,N
1985,Male,USA,Hawaii,Night,Body boarding,Unprovoked,N
1985,Male,USA,Hawaii,Night,Diving,Unprovoked,N
1985,Male,USA,Alabama,Night,Fishing,Provoked,N
1985,Male,USA,California,Night,Fishing,Unprovoked,N
1985,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Swimming,Unknown,U
1985,Male,USA,Florida,Afternoon,Diving,Unprovoked,N
1985,Male,USA,Florida,Afternoon,Swimming,Unknown,U
1985,Male,USA,South Carolina,Night,Wading,Unprovoked,N
1985,Male,USA,Florida,Afternoon,Wading,Unknown,U
1985,Male,USA,Florida,Morning,Diving,Unknown,U
1985,Female,USA,Florida,Evening,Wading,Unprovoked,N
1985,Male,USA,Florida,Morning,Surf,Unprovoked,N
1985,Unknown,USA,California,Night,Fishing,Sea Disaster,N
1985,Female,USA,South Carolina,Night,Playing in knee-deep water,Unprovoked,N
1985,Male,ITALY,Sicily,Evening,Snorkeling,Unprovoked,N
1985,Male,USA,California,Night,Surf,Unprovoked,N
1985,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Provoked,N
1985,Male,USA,Florida,Night,Surf,Unprovoked,N
1985,Female,AUSTRALIA,South Australia,Afternoon,Diving,Unprovoked,Y
1985,Male,USA,California,Afternoon,Surf,Unprovoked,N
1985,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1985,Male,SOUTH AFRICA,Western Cape Province,Evening,Swimming,Unprovoked,N
1985,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Unknown,U
1985,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Surf,Unprovoked,N
1985,Unknown,NEW ZEALAND,South Island,Night,Investigating shark sighting,Sea Disaster,N
1985,Male,SOUTH AFRICA,Western Cape Province,Morning,Fishing,Unprovoked,N
1985,Unknown,NEW CALEDONIA,South Province,Night,Fishing,Unprovoked,N
1985,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Fishing,Provoked,N
1985,Male,VANUATU,Malampa Province,Night,Unknown,Unprovoked,Y
1985,Male,IRAN,Unknown,Night,Fishing,Unprovoked,Y
1984,Unknown,ITALY,Tyrrhenian Sea,Night,Boat,Sea Disaster,N
1984,Male,AUSTRALIA,Queensland,Afternoon,Fell into the water ,Unprovoked,Y
1984,Male,USA,Florida,Night,Surf,Unprovoked,N
1984,Male,USA,Florida,Night,Fishing,Provoked,N
1984,Male,USA,Florida,Afternoon,Swimming,Unknown,U
1984,Female,USA,Florida,Afternoon,Surf,Unprovoked,N
1984,Female,USA,Florida,Afternoon,Wading,Unknown,U
1984,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1984,Male,USA,Oregon,Afternoon,Surf,Unprovoked,N
1984,Male,USA,California,Morning,Surf,Unprovoked,N
1984,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1984,Male,USA,Florida,Night,Swimming,Unprovoked,N
1984,Male,USA,Florida,Morning,Surf,Unprovoked,N
1984,Unknown,USA,Florida,Night,Swimming,Unprovoked,U
1984,Male,USA,California,Afternoon,Wading,Unprovoked,N
1984,Male,USA,California,Morning,Diving,Unprovoked,Y
1984,Male,MEXICO,Baja California,Evening,Fishing,Provoked,N
1984,Female,USA,Florida,Night,Boat capsized?,Unknown,U
1984,Male,INDONESIA,Unknown,Night,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",Unprovoked,Y
1984,Female,USA,Texas,Afternoon,Swimming,Unprovoked,N
1984,Female,USA,Texas,Afternoon,Swimming,Unprovoked,N
1984,Male,SOUTH AFRICA,Western Cape Province,Morning,Fishing,Unknown,U
1984,Male,USA,Florida,Evening,Fishing,Unprovoked,N
1984,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Unprovoked,N
1984,Male,SOUTH AFRICA,Western Cape Province,Evening,Surf,Unprovoked,N
1984,Female,USA,Hawaii,Evening,Towing her sister on plastic ski board,Unprovoked,N
1984,Male,VANUATU,Malampa Province,Night,Swimming,Unprovoked,Y
1984,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,N
1984,Male,SOMALIA,Unknown,Night,Murder,Unknown,U
1984,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Surf,Unprovoked,N
1984,Male,SOUTH AFRICA,Eastern Cape Province,Night,Rowing,Sea Disaster,N
1984,Unknown,AUSTRALIA,Western Australia,Night,Unknown,Unprovoked,U
1984,Male,SOUTH AFRICA,Eastern Cape Province,Night,Fishing,Provoked,N
1984,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Diving,Provoked,N
1984,Unknown,SOUTH AFRICA,Eastern Cape Province,Night,Unknown,Unknown,U
1984,Male,AUSTRALIA,Queensland,Night,Fishing,Unprovoked,N
1984,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Swimming,Unprovoked,N
1984,Female,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Unprovoked,Y
1984,Male,USA,California,Night,Steinhart Aquarium,Provoked,N
1984,Male,USA,Florida,Night,Surf,Unprovoked,N
1983,Male,GREECE,Andikira Fokithes,Night,Fishing,Unknown,U
1983,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1983,Male,AUSTRALIA,South Australia,Night,Diving,Unprovoked,N
1983,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Swimming,Unprovoked,N
1983,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Swimming,Unprovoked,N
1983,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Unknown,U
1983,Male,PHILIPPINES,Central Philippines,Night,Ferry boat sank,Sea Disaster,N
1983,Male,USA,Florida,Night,Surf,Unprovoked,N
1983,Female,SOUTH AFRICA,KwaZulu-Natal,Night,Swimming,Unknown,U
1983,Male,USA,Florida,Night,Surf,Unprovoked,N
1983,Male,USA,Florida,Night,Wading,Unprovoked,N
1983,Male,USA,Florida,Night,Standing,Unprovoked,N
1983,Male,USA,Oregon,Morning,Surf,Unprovoked,N
1983,Male,SOUTH AFRICA,Western Cape Province,Morning,Fishing,Unprovoked,N
1983,Female,USA,Virginia,Morning,Swimming,Unprovoked,N
1983,Male,USA,Florida,Night,Diving,Provoked,N
1983,Female,USA,Florida,Morning,Diving,Unprovoked,N
1983,Unknown,USA,Rhode Island,Night,Fishing,Sea Disaster,N
1983,Female,AUSTRALIA,Queensland,Night,Swimming,Sea Disaster,Y
1983,Male,AUSTRALIA,Queensland,Night,Swimming,Sea Disaster,Y
1983,Male,AUSTRALIA,Queensland,Night,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,Sea Disaster,N
1983,Male,SOUTH AFRICA,Eastern Cape Province,Night,Surf,Unprovoked,N
1983,Female,USA,Florida,Afternoon,Surf,Unprovoked,N
1983,Male,BAHAMAS,Abaco Islands,Afternoon,Fishing,Unprovoked,N
1983,Male,USA,Florida,Night,Floating ,Unprovoked,N
1983,Male,USA,Florida,Morning,Swimming,Unprovoked,N
1983,Male,BAHAMAS,Abaco Islands,Evening,Fishing,Unprovoked,Y
1983,Male,USA,Florida,Evening,Surf,Unprovoked,N
1983,Male,BAHAMAS,Unknown,Morning,Unknown,Unprovoked,N
1983,Male,ITALY,Northwest Italy,Night,Diving,Unknown,U
1983,Male,BAHAMAS,Berry Islands,Evening,Fishing,Unprovoked,N
1983,Male,USA,Florida,Evening,Water-skiing,Unprovoked,N
1983,Male,USA,Florida,Night,Surf,Unprovoked,N
1983,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1983,Male,USA,Florida,Night,Surf,Unprovoked,U
1983,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Fishing,Unprovoked,N
1983,Male,USA,Florida,Morning,Surf,Unprovoked,N
1983,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Unknown,U
1983,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Fishing,Unprovoked,N
1983,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
1983,Male,USA,Florida,Night,Surf,Unprovoked,N
1983,Unknown,NEW CALEDONIA,Loyalty Islands,Night,Unknown,Unprovoked,N
1983,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Paddle boarding,Unprovoked,N
1983,Male,USA,South Carolina,Night,Fishing,Provoked,N
1983,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Unknown,U
1983,Male,SOUTH AFRICA,Western Cape Province,Evening,Surf,Unprovoked,N
1983,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,N
1983,Male,Unknown,English Channel,Night,Swimming,Unprovoked,N
1983,Male,VANUATU,Malampa Province,Night,Ran into the water,Unprovoked,Y
1983,Male,USA,North & South Carolina,Night,Fishing,Provoked,N
1982,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
1982,Male,USA,South Carolina,Night,In waist-deep water,Unprovoked,N
1982,Unknown,USA,Carolina coast,Night,Yacht Trashman capsized in storm,Sea Disaster,U
1982,Male,USA,Florida,Morning,Surf,Unprovoked,N
1982,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Surf,Unprovoked,N
1982,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
1982,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1982,Male,USA,California,Morning,Diving,Unprovoked,N
1982,Male,USA,California,Afternoon,Diving,Unprovoked,N
1982,Male,USA,Florida,Night,Unknown,Unknown,U
1982,Male,JAPAN,Kumamoto Prefecture,Night,Unknown,Unprovoked,Y
1982,Male,USA,California,Morning,Surf,Unknown,U
1982,Female,SOUTH AFRICA,Western Cape Province,Afternoon,Swimming,Unprovoked,N
